customer_id,firstname,lastname,age,branch_id
3499,Daniel,Thieme,28,44
3512,Michelle,Bock,53,72
3519,Betty,Voss,40,8
3521,Patricia,Buchner,92,94
3522,Lisa,Schubert,52,91
3523,Barbara,Lorenzen,78,35
3530,Kimberly,Kluge,39,1
3535,Daniel,Clausen,27,49
3536,Donna,Werner,65,33
3538,Lisa,Wild,31,38
3553,Andrew,Clemens,21,25
3570,Sandra,Thiemann,49,48
3573,Ronald,Grote,30,10
3575,Kevin,Vollmer,90,40
3579,Paul,Gärtner,95,81
3581,Kenneth,Stark,31,86
3584,Charles,Hertel,77,53
3594,Melissa,Hering,60,67
3608,Sandra,Weidner,45,35
3612,Linda,Palm,27,83
3617,Ashley,Falk,69,8
3629,Steven,Wetzel,74,16
3633,Christopher,Kurz,69,64
3647,Elizabeth,Bischoff,71,29
3652,Susan,Seifert,82,27
3655,Joshua,Paulus,54,23
3657,Michael,Hiller,78,39
3663,Donna,Kolbe,25,7
3665,Jessica,Drechsler,30,12
3668,Mary,Schulze,23,29
3673,Kevin,Boos,93,23
3679,Charles,Janzen,49,73
3683,Daniel,Langner,86,77
3691,Andrew,Hartung,60,70
3692,Brian,Lehmann,72,20
3696,Amanda,Walter,75,20
3700,Michael,Seidel,52,11
3704,Kenneth,Kruse,18,58
3705,Daniel,Johannsen,54,29
3707,William,Hertel,28,84
3719,Paul,Wimmer,22,46
3722,Timothy,Janke,92,29
3727,Karen,Fechner,56,22
3736,Ronald,Schumacher,93,5
3739,Linda,Fuchs,75,24
3742,Barbara,Henke,41,91
3747,Ronald,Weiler,65,66
3750,Robert,Arndt,23,77
3752,Nancy,Lemke,66,47
3756,Patricia,Wessels,46,83
3759,Melissa,Fritzsche,24,90
3765,Joseph,Schauer,40,59
3766,Ashley,Ehrlich,93,29
3770,Carol,Schnabel,78,14
3771,Paul,Engels,30,68
3775,Patricia,Kunert,81,33
3776,Karen,Thieme,42,21
3793,Kimberly,Schütt,96,43
3807,Amanda,Rapp,67,1
3808,William,Kübler,91,29
3819,Margaret,Stratmann,92,62
3820,Thomas,Schaller,36,10
3827,Paul,Probst,80,25
3830,Linda,Reiter,73,12
3831,Betty,Heider,34,1
3832,Robert,Stahl,24,9
3834,Paul,Busse,48,14
3839,William,Held,67,10
3841,Timothy,Wieczorek,72,18
3843,Charles,Schröder,84,59
3845,Joshua,Lindemann,63,99
3852,Barbara,Brandl,64,12
3859,Amanda,Löffler,98,63
3869,Anthony,Steiner,18,93
3870,William,Martens,41,77
3881,Brian,Gehrmann,62,20
3882,Andrew,Kolb,68,94
3887,Thomas,Bauer,72,46
3902,Stephanie,Bahr,94,90
3905,Mark,Hinze,52,59
3908,Michael,Ehlers,88,11
3915,Kenneth,Straub,48,26
3920,Timothy,Jürgens,37,17
3924,Linda,Baumann,52,73
3925,Sandra,Sommerfeld,46,53
3929,Ashley,Heil,62,70
3934,Matthew,Reiter,21,81
3935,Paul,Klaus,91,83
3938,Paul,Kersten,20,23
3942,Robert,Engelmann,55,65
3943,David,Fröhlich,60,97
3945,Margaret,Grün,44,36
3949,Daniel,Lauterbach,98,35
3952,Melissa,Böhme,65,37
3957,Donna,Amann,48,84
3961,Michael,Hillebrand,39,41
3964,Brian,Linke,35,90
3966,Kimberly,Wilke,82,52
3970,Jessica,Baumeister,93,15
3974,Kimberly,Kuhlmann,22,70
3977,Donna,Lehnert,25,58
3978,Mary,Schenk,28,95
3997,Ashley,Jaeger,67,11
4004,Donald,Gebhardt,18,67
4007,Emily,König,23,77
4010,Margaret,Resch,70,73
4016,Stephanie,Förster,48,43
4022,Ashley,Matthes,29,47
4024,Richard,Hans,75,23
4043,Karen,Kranz,46,88
4045,Lisa,Henke,73,17
4047,Thomas,Mühlbauer,46,41
4060,Kevin,Thiemann,76,11
4062,David,Hannemann,93,6
4064,Kimberly,Dreyer,43,41
4067,Margaret,Zeidler,30,93
4068,Karen,Lorenz,27,75
4071,Christopher,Glaser,92,91
4079,Sandra,Rost,46,53
4082,Anthony,Jonas,58,78
4087,Charles,Schmidt,63,28
4088,Charles,Franz,75,28
4089,Kevin,Behr,84,46
4090,Richard,Bär,42,25
4095,William,Hartmann,53,34
4098,Timothy,Herbst,25,34
4100,Ashley,Geiger,87,76
4104,Christopher,Knobloch,39,36
4109,Thomas,Spies,65,96
4112,Joshua,Voß,49,94
4114,Kenneth,Dietze,59,84
4120,Andrew,Fichtner,63,2
4130,Donald,Seeger,69,64
4133,David,Apel,94,78
4139,Margaret,Metzner,33,7
4144,Kimberly,Rühl,26,2
4145,David,Höhne,98,75
4147,Linda,Kuhn,22,52
4152,Betty,Frick,54,89
4153,Jennifer,Zeidler,78,2
4164,Richard,Pfeiffer,84,25
4166,Elizabeth,Held,95,16
4169,Elizabeth,Gerhardt,90,79
4171,Richard,Lehnert,19,15
4173,Donna,Hausmann,33,82
4175,Mary,Höfer,93,65
4180,Elizabeth,Mertens,34,54
4185,Donna,Kersten,39,1
4190,Kevin,Löffler,40,22
4193,Sandra,Blume,38,78
4195,James,Wieland,93,58
4201,Michelle,Kirschner,26,7
4204,Anthony,Thiel,69,90
4206,Timothy,Haupt,29,30
4216,Steven,Eisele,68,56
4217,John,Kilian,87,40
4223,Richard,Frenzel,37,85
4233,Matthew,Zimmermann,77,74
4235,Brian,Ahlers,48,22
4252,Sandra,Thomsen,36,92
4258,Stephanie,Rehm,99,70
4260,Joseph,Kempf,29,81
4262,Betty,Kiefer,40,92
4267,Amanda,Heller,93,99
4272,Elizabeth,Hummel,51,82
4274,Christopher,Reinke,27,84
4275,William,Kübler,85,13
4277,Linda,Kessler,27,43
4279,Patricia,Busch,73,92
4280,Timothy,Evers,32,8
4283,William,Schwarze,90,71
4285,James,Wilkens,94,44
4287,Timothy,Uhlig,68,51
4292,Kenneth,Höfer,62,84
4294,Stephanie,Schütz,38,94
4298,Robert,Hiller,77,34
4310,Melissa,Walz,25,34
4319,Richard,Ullmann,20,85
4322,Michael,Schwartz,72,74
4324,Jennifer,Brüning,97,21
4328,Brian,Grote,99,30
4331,Steven,Freund,76,58
4332,Thomas,Hofer,90,83
4339,Betty,König,45,57
4346,Deborah,Schleicher,98,34
4347,Sandra,Binder,26,10
4349,William,Klotz,48,55
4350,Paul,Amann,28,19
4353,Christopher,Lippert,53,49
4357,Sandra,Kirsch,78,85
4367,Mary,Hannemann,21,98
4374,Emily,Schuler,50,12
4375,Margaret,Roth,77,41
4382,Sarah,Bosch,18,27
4393,Paul,Schürmann,27,83
4395,Betty,Born,71,84
4397,Kevin,Henn,69,20
4402,Mary,Jürgens,24,78
4403,Linda,Lauterbach,31,6
4409,Mark,Claus,93,35
4410,Michael,Thies,87,93
4411,Amanda,Kühne,64,89
4416,David,Ewert,88,93
4425,Michael,Küster,76,74
4430,Andrew,Schick,59,36
4439,Mark,Anders,28,19
4444,James,Hering,28,74
4445,Stephanie,Rose,73,36
4446,James,Rausch,63,44
4459,Kimberly,Strauß,71,98
4461,Kenneth,Wüst,25,16
4462,Mark,Sonntag,56,74
4463,Patricia,Lauterbach,70,24
4466,Charles,Paulus,46,29
4468,Barbara,Schüller,34,30
4472,John,Mielke,84,30
4483,Sarah,Scheel,28,16
4490,Deborah,Hölscher,86,85
4497,Anthony,Kellermann,57,8
4500,Andrew,Hoffmann,58,44
4506,Anthony,Welsch,73,74
4507,Michelle,Rühl,88,74
4511,Nancy,Enders,50,95
4513,Carol,Augustin,38,48
4514,Patricia,Gruber,75,6
4515,Michael,Schütte,47,54
4517,Ronald,Brenner,25,54
4521,Robert,Augustin,33,82
4524,Jennifer,Götz,79,3
4529,Joshua,Ott,81,67
4530,Donna,Hagedorn,46,29
4531,Charles,Holz,99,31
4537,Betty,Brunner,41,43
4538,Barbara,Lohmann,88,25
4544,Richard,Claus,49,85
4545,Daniel,Kolb,58,52
4548,Paul,Meurer,70,70
4550,Deborah,Pfeifer,91,81
4551,Anthony,Melzer,98,45
4556,Joshua,Michaelis,75,93
4560,Charles,Straub,53,79
4567,Emily,Hess,27,90
4571,William,Langer,54,89
4576,Patricia,Heilmann,54,98
4580,Charles,Henze,37,22
4581,Paul,Neugebauer,76,86
4582,Donna,Ehrlich,76,87
4601,Kimberly,Rose,64,93
4611,Ronald,Dietze,55,54
4614,Timothy,Schmidt,78,62
4616,James,Appel,37,52
4617,Thomas,Engels,53,63
4621,Margaret,Betz,55,26
4622,Emily,Decker,60,64
4623,Emily,Raabe,51,20
4631,Susan,Hill,31,29
4653,Christopher,Petry,96,61
4656,Kevin,Paulsen,62,32
4662,Amanda,Brandl,52,75
4667,Linda,Sander,76,51
4670,Michael,Sander,27,32
4673,Christopher,Ott,84,13
4674,Karen,Yilmaz,42,92
4676,Linda,Gerdes,59,58
4695,Christopher,Feldmann,56,31
4701,Joshua,Schwarz,39,1
4702,Patricia,Brauer,73,76
4703,Steven,Krüger,37,68
4708,Daniel,Friedl,63,87
4720,Sandra,Evers,68,40
4726,Robert,Beckmann,81,49
4735,Anthony,Behnke,71,36
4743,Andrew,Brüggemann,39,71
4749,Lisa,Budde,19,78
4760,Sarah,Günther,39,77
4762,Christopher,Walter,70,47
4765,Timothy,Schäfer,84,61
4767,Ashley,Schwarzer,77,20
4769,Lisa,Wilde,40,80
4775,David,Ries,64,76
4778,Deborah,Wolter,20,15
4782,Mary,Hinz,55,27
4784,Patricia,Steinbach,22,25
4785,James,Gehring,75,74
4792,Deborah,Aigner,45,83
4794,Lisa,Kroll,99,88
4795,Margaret,Wimmer,94,15
4797,Ashley,Fischer,31,20
4802,Ronald,Lerch,71,93
4804,Patricia,Bayer,37,49
4809,Christopher,Rösch,92,78
4812,Margaret,Janssen,88,37
4822,Thomas,Schütte,40,86
4824,Stephanie,Hollmann,71,12
4835,David,Schrader,24,83
4836,Anthony,Rehm,66,73
4845,Sarah,Krohn,64,14
4860,Michelle,Wüst,79,53
4866,Jessica,Exner,34,39
4869,Deborah,Abel,25,98
4874,Margaret,Knapp,28,96
4880,James,Grün,30,89
4881,Anthony,Kummer,24,6
4895,Paul,Wolf,77,61
4897,Karen,Rudolf,71,88
4899,Mary,Albers,90,27
4904,Stephanie,Kruse,77,37
4906,Paul,Merten,39,36
4908,Betty,Rost,76,63
4910,Kimberly,Hiller,68,51
4913,Richard,Kühne,97,78
4919,Patricia,Wendel,70,25
4924,Susan,Schreiner,64,30
4927,James,Küster,29,1
4931,Deborah,Schweiger,56,11
4932,Mark,Lück,68,90
4939,John,Ehrhardt,34,33
4945,Andrew,Liedtke,27,56
4948,James,Fiedler,24,45
4967,Carol,Reiter,26,63
4970,Steven,Mack,45,50
4980,Robert,Küppers,73,40
4982,Daniel,Keil,68,76
4984,Barbara,Weidner,82,88
4986,Jessica,Weigel,46,70
2,Mark,Fleischmann,70,63
4,Kevin,Seifert,62,41
12,Nancy,Jaeger,75,25
13,Margaret,Wild,69,94
14,Michelle,Lohmann,49,30
21,Ashley,Stenzel,29,29
22,Donna,König,76,34
25,Steven,Kirchner,26,5
31,Anthony,Lorenz,71,25
32,Carol,Kaminski,74,69
33,Betty,Clemens,87,55
34,Jessica,Steffen,63,56
35,Joseph,Diekmann,29,29
40,John,Kirchner,94,65
41,Charles,Arndt,29,31
44,Karen,Jakobs,20,60
48,Stephanie,Hahn,88,95
51,Mary,Franke,64,32
54,Timothy,Rösler,90,59
56,Amanda,Meister,30,97
57,Linda,Dick,96,12
70,Mark,Thoma,49,70
72,Sandra,Jacob,67,75
89,Timothy,Voss,73,84
91,Sandra,Tillmann,34,43
96,Joseph,Wiesner,21,55
105,Linda,Bischoff,74,43
106,Nancy,Janssen,20,41
107,William,Scholl,34,8
113,Robert,Rademacher,52,46
115,Joshua,Schilling,85,58
116,Kenneth,Kasper,60,79
123,Steven,Peters,56,11
129,Amanda,Johannsen,60,29
135,Andrew,Naumann,76,88
136,Paul,Wegener,89,49
137,Timothy,Schröer,29,36
145,Anthony,Ehlers,73,1
152,Emily,Janke,52,60
153,Joshua,Hager,29,77
156,Patricia,Bartels,79,18
158,Paul,Wolter,98,68
159,Daniel,Petermann,60,71
161,Brian,Stein,97,76
162,Joseph,Hopf,52,24
163,Kevin,Brendel,95,47
166,Richard,Pauli,75,84
168,John,Thieme,66,82
172,Carol,Schäfer,63,51
174,Jennifer,Kopp,34,75
175,Betty,Feldmann,62,59
177,Amanda,Freese,84,78
182,Betty,Ehlert,71,5
190,Michael,Petzold,40,21
191,Joshua,Paulsen,71,45
193,Linda,Baumgärtner,99,60
198,Carol,Simon,29,82
201,Joseph,Cremer,93,94
204,Nancy,Frick,40,76
206,Ronald,Wagner,95,3
207,Ronald,Körner,56,96
210,Mary,Schütt,66,82
226,Mary,Dittmann,77,78
231,Emily,Baumgarten,29,39
235,Donna,Klose,77,22
237,Robert,Henke,38,20
238,Kimberly,Funke,20,11
239,Jennifer,Hagemann,97,35
240,Lisa,Janzen,67,35
243,Jessica,Lauer,44,78
249,Michael,Kröger,92,79
257,Emily,Vogl,83,33
258,John,Hannemann,92,23
259,Kenneth,Beck,34,72
263,Karen,Büchner,66,64
265,James,Hauck,24,1
266,William,Holz,60,42
275,John,Sommerfeld,62,7
286,Emily,Heidenreich,40,3
294,Sarah,Bartel,34,3
301,Margaret,Becker,18,11
304,Sarah,Struck,76,67
310,Mark,Grünewald,65,17
318,Margaret,Reinhardt,31,53
319,Steven,Peters,53,65
327,John,Gottschalk,65,70
333,Lisa,Wilke,36,97
336,Ashley,Blum,64,95
337,Donna,Langer,88,16
338,Donna,Hermann,57,16
340,Linda,Reiser,33,22
343,Kimberly,Moser,97,1
345,Ashley,Heimann,24,33
346,Steven,Gebauer,59,15
347,Betty,Holz,36,95
350,Robert,Hohmann,39,68
351,Deborah,Zimmer,90,58
355,Ronald,Lange,98,7
362,Jennifer,Grünewald,68,36
363,Andrew,Reimann,82,91
371,Andrew,Jürgens,91,24
381,Donald,Oswald,30,32
383,Michelle,Thiel,39,18
384,Melissa,Eckhardt,92,68
390,Daniel,Beyer,79,68
391,Mary,Horst,31,87
394,Mary,Beck,59,77
398,Steven,Heinze,19,90
406,Andrew,Maas,81,41
415,James,Schuh,55,71
417,Melissa,Klemm,38,86
421,Daniel,Straub,77,1
425,Mary,Zorn,64,99
432,Ronald,Fritsche,88,32
438,Steven,Hellwig,26,11
443,Joshua,Beer,25,13
445,Jennifer,Schneider,56,35
446,Brian,Wetzel,79,25
447,Emily,Schwarzer,75,94
448,Ashley,Jordan,68,36
450,Andrew,Cramer,48,55
453,Richard,Riedel,54,27
461,Sandra,Rehm,52,8
466,Barbara,Hennig,51,41
470,Kimberly,Menzel,83,74
474,Michelle,Gehring,29,35
479,Robert,Thieme,49,59
480,Lisa,Horstmann,85,88
487,Lisa,Lutz,19,60
489,Susan,Heinemann,48,32
492,Timothy,Lohmann,26,87
512,Kimberly,Kock,99,66
513,Donald,Doll,56,45
517,James,Schubert,95,50
520,Patricia,Fritzsche,41,17
522,Nancy,Struck,31,35
525,Ronald,Otten,73,60
530,Nancy,Fröhlich,87,24
531,Barbara,Ahrens,32,97
532,Stephanie,Geiger,46,75
550,Melissa,Kühne,29,61
551,Mary,Heinze,81,76
553,Andrew,Meister,38,64
554,Daniel,Kluge,63,10
562,Kimberly,Schütz,96,97
567,Brian,0,20,94
571,Matthew,Schweizer,38,79
575,Paul,May,82,74
578,Andrew,Kübler,49,81
580,Andrew,Dreher,47,66
582,Margaret,Jaeger,23,99
584,Ronald,Schwarzer,40,92
591,Barbara,Maas,72,46
592,Ronald,Tiedemann,87,15
595,Matthew,Lang,44,42
597,Kenneth,Petermann,75,17
601,Sarah,Albers,35,56
602,Deborah,Diekmann,64,34
603,Matthew,Grunwald,81,94
604,Lisa,Schubert,62,65
608,Margaret,Voss,55,97
610,Kenneth,Hausmann,99,73
621,Robert,Mader,78,80
623,Barbara,Schumann,78,28
627,Daniel,Balzer,28,17
628,Jessica,Haack,40,10
633,Susan,Noll,94,8
644,David,Eder,68,24
647,Thomas,Sachse,50,37
651,Richard,Kuhlmann,78,65
660,Paul,Wittmann,64,99
664,Deborah,Geisler,78,80
683,Joshua,Eder,70,59
686,Richard,Bock,18,4
688,Betty,Klatt,38,20
689,Sarah,Wendt,52,5
698,Ronald,Fleischer,60,94
702,Jennifer,Theis,41,63
703,Amanda,Merkel,85,56
712,Paul,Dietz,36,92
713,Margaret,Homann,71,72
718,Timothy,Döring,79,68
719,Kenneth,Vogel,92,45
721,Susan,Köster,84,80
728,William,Späth,90,52
739,Betty,Leonhardt,47,86
742,Linda,Kühnel,30,9
743,Stephanie,Binder,50,13
745,Betty,Veit,82,96
746,Paul,Stiller,75,78
749,Anthony,Mühlbauer,81,61
750,Thomas,Schreiber,37,31
751,David,Hermann,56,49
752,Steven,Wilke,82,43
753,Sarah,Eichhorn,18,45
754,Richard,Schmidtke,69,84
759,Melissa,Kahl,29,50
762,Karen,Lemke,19,54
769,Stephanie,Reichelt,66,99
775,Emily,Kirschner,91,34
782,Lisa,Schuster,74,59
787,Kimberly,Bohn,54,14
793,Jennifer,Mayer,35,7
806,Christopher,Heuer,60,45
812,James,Hofer,29,68
814,Richard,Rupp,57,94
820,Kimberly,Blum,91,14
821,Betty,Evers,94,66
822,Donald,Lemke,76,66
829,Barbara,Horstmann,69,45
831,Amanda,Marx,47,27
836,Deborah,Holst,27,58
843,Mary,Arnold,65,92
848,Donna,Hillebrand,34,37
849,Stephanie,Schwab,20,9
852,Ashley,Pohl,40,58
863,Robert,Mertens,55,77
866,Elizabeth,Weis,90,44
867,Thomas,Roth,60,40
889,Michelle,Kellner,81,44
904,Carol,Eckardt,93,71
907,Jennifer,Pohl,78,77
910,Kenneth,Popp,85,55
917,Sandra,Thomsen,52,68
918,Brian,Vetter,93,48
920,David,Kretzschmar,97,27
922,Timothy,Lindemann,26,44
926,Kevin,Haag,69,9
927,Deborah,Rau,38,98
930,Margaret,Seemann,59,10
935,Joseph,Weiler,80,46
938,Susan,Strobel,87,98
939,Sandra,Drechsler,68,99
949,Michael,Pohlmann,71,52
951,Daniel,Behrendt,79,91
952,Melissa,Hofmann,84,28
966,Joshua,Wolter,95,39
972,Richard,Lindemann,34,49
973,Sarah,Nguyen,87,37
978,Kenneth,Schönfeld,93,97
980,Karen,Scheffler,19,38
984,Lisa,Sieber,96,45
985,Kimberly,Erdmann,37,50
989,Ronald,Schröter,99,34
991,Christopher,Horst,86,32
998,Brian,Wolter,78,61
1008,Ashley,Sommerfeld,70,58
1013,David,Heinrichs,39,57
1017,Paul,Wahl,60,96
1020,Donald,Schober,34,32
1022,Mary,Wenzel,96,34
1033,Joseph,Eberle,56,88
1036,Sandra,Bolz,26,9
1038,Amanda,Mahler,21,42
1043,Christopher,Hauser,81,23
1052,Susan,Siegel,74,91
1058,Kevin,Trautmann,75,60
1060,Steven,Helm,49,30
1061,Jennifer,Wiegand,54,77
1070,Michelle,Seiler,76,12
1071,Mary,Sattler,50,90
1073,James,Urban,34,12
1078,William,Seeger,43,1
1081,Donna,Schmitt,76,96
1083,Ashley,Schüler,95,97
1085,Ronald,Link,70,15
1091,David,Mangold,39,34
1092,Kimberly,Niemeyer,93,78
1097,Michelle,Adams,46,64
1100,Linda,Köster,81,23
1102,Kenneth,Lotz,57,6
1104,Susan,Popp,21,93
1109,Robert,Faber,72,98
1112,Sandra,Paulus,75,88
1114,Matthew,Richter,97,66
1117,Matthew,Hafner,63,50
1126,Steven,Klose,52,95
1130,Matthew,Hille,78,9
1135,Susan,Knapp,63,60
1139,Jennifer,Kunkel,91,93
1151,Anthony,Struck,97,55
1156,Paul,Seibel,43,66
1159,Patricia,Hansen,25,50
1160,Lisa,Frenzel,99,60
1162,Elizabeth,Krämer,88,62
1175,Linda,Hagen,49,78
1179,Patricia,Stamm,98,61
1197,Linda,Dörr,58,91
1200,Sandra,Burger,41,74
1204,Sandra,Harms,60,70
1207,Karen,Jacob,22,54
1213,Barbara,Tillmann,22,32
1217,Patricia,Wimmer,40,83
1220,Linda,Zander,69,10
1221,Carol,Sommer,73,44
1222,Ronald,Endres,96,24
1224,Donald,Brandes,37,62
1226,Mark,Janzen,90,72
1231,William,Nitsche,35,82
1236,Charles,Armbruster,84,96
1243,Joseph,Hauck,99,26
1247,David,Möller,18,82
1270,Steven,Hartung,77,17
1271,Ronald,Horn,73,53
1275,Sandra,Strauch,78,68
1284,Ronald,Groß,19,57
1300,Ronald,Petersen,89,75
1303,Ashley,Wessels,59,94
1306,Christopher,Riedl,37,76
1307,Karen,Maier,26,14
1308,James,Clausen,84,47
1309,Susan,Ziegler,45,54
1311,Stephanie,Grundmann,63,77
1316,Ashley,Hagen,21,41
1319,James,Kolb,20,77
1332,Betty,Reinhardt,50,97
1334,Stephanie,Krug,60,29
1337,Linda,Eilers,26,19
1338,James,Kühnel,87,5
1342,Linda,Rapp,97,51
1350,Kimberly,Stern,58,73
1357,Kevin,May,23,8
1367,Elizabeth,Eggert,18,91
1369,Steven,Rothe,73,28
1371,Charles,Weis,42,89
1375,Margaret,Feldmann,66,58
1379,James,Rademacher,38,76
1382,Sarah,Nagel,53,59
1383,William,Wagener,97,57
1385,Mary,Heinrich,32,77
1393,Ashley,Eberle,24,63
1394,David,Krug,73,6
1401,Thomas,Riedel,77,80
1404,Melissa,Breuer,59,79
1405,Daniel,Ehrhardt,79,72
1408,Stephanie,Jost,90,30
1420,Melissa,Eberhardt,44,43
1421,Patricia,Rode,61,45
1422,Sandra,Lemke,21,87
1425,Kimberly,Gerhardt,44,7
1433,Margaret,Clausen,95,38
1442,Daniel,Rausch,63,41
1446,Anthony,Heinz,95,12
1448,Jennifer,Gerdes,92,49
1449,Anthony,Rupprecht,85,1
1451,Kimberly,Balzer,30,66
1460,Betty,Eichhorn,21,97
1463,Kevin,Scheffler,20,50
1465,Margaret,Bischoff,63,73
1466,Sandra,Nagel,30,74
1469,William,Paul,32,42
1470,Michelle,Anders,26,18
1471,William,Voss,18,81
1473,Ronald,Vogler,86,67
1481,Robert,Ehrhardt,91,9
1490,Brian,Korn,48,73
1491,Kevin,Burkhardt,64,66
1493,David,Korn,43,71
1494,Sandra,Hildebrandt,85,8
1499,Thomas,Holst,23,79
1501,Matthew,Bruns,75,28
1503,Michelle,Hecker,34,91
1504,Carol,Grote,21,10
1507,Andrew,Fleischmann,95,65
1512,Amanda,Janzen,35,6
1518,Paul,Spindler,64,4
1521,Thomas,Kummer,59,82
1522,Elizabeth,Janssen,18,46
1523,Ronald,Leonhardt,82,46
1524,Timothy,Schmitt,80,85
1532,Thomas,Jäger,49,73
1533,Daniel,Wächter,18,75
1537,Linda,Bär,74,6
1538,Matthew,Albert,38,58
1544,Kenneth,Wächter,23,89
1554,Sandra,Kohl,88,81
1555,Charles,Thiemann,37,75
1557,John,Metzner,76,3
1558,Susan,Henkel,19,79
1564,Stephanie,Reis,77,10
1578,Nancy,Brandl,27,65
1581,Brian,Reis,21,16
1588,Daniel,Scheller,99,85
1589,Amanda,Springer,71,73
1592,Ronald,Dick,55,37
1600,Jessica,Henke,36,31
1604,Mary,Kastner,28,71
1605,Andrew,Gebhardt,57,26
1609,Richard,Ziegler,80,93
1611,Karen,Hermes,61,69
1624,Elizabeth,Brenner,35,38
1625,Ashley,Baum,95,68
1631,Ashley,Göbel,93,71
1633,Michael,Reiß,85,71
1639,Karen,Otten,31,37
1642,Deborah,Adams,41,25
1644,Melissa,Bormann,26,4
1654,Kevin,Freese,24,13
1655,Jennifer,Morgenstern,46,16
1667,Mark,Gebauer,50,42
1669,Melissa,Vogt,35,99
1671,Kevin,Pütz,48,96
1672,Kimberly,Kolb,91,59
1677,Jennifer,Welsch,82,91
1680,Timothy,Grünewald,50,93
1684,Andrew,Blum,77,3
1688,Andrew,Engelhardt,54,66
1690,Karen,Schick,54,26
1697,Richard,Schröder,82,89
1698,Timothy,Esser,92,23
1699,Matthew,Esser,82,59
1701,Patricia,Wirtz,49,89
1706,Kenneth,Eberhardt,82,1
1707,Michael,Gross,88,46
1710,David,Klein,86,87
1721,William,Schultze,40,75
1723,Nancy,Lohmann,82,81
1731,Jennifer,Gross,69,28
1733,Deborah,Döring,62,41
1737,Richard,Bosch,31,50
1738,Thomas,Horn,44,10
1741,Brian,Ruppert,52,91
1742,Emily,Engels,31,20
1747,Michelle,Doll,72,53
1755,Jessica,Riedel,49,92
1759,Deborah,Dick,94,84
1765,Carol,Hoppe,90,48
1768,Donna,Kübler,18,33
1771,Kevin,Schaller,92,31
1772,Brian,Emmerich,99,51
1774,Daniel,Ritter,36,19
1777,Emily,Buschmann,36,77
1781,Donald,Singer,36,11
1788,Barbara,Baumgart,54,89
1790,Mary,Schenk,78,19
1794,Anthony,Gehrke,85,64
1797,Thomas,Schweizer,96,60
1803,Andrew,Fritzsche,88,57
1814,Joseph,Jakobs,49,82
1815,Ashley,Fink,46,78
1817,Mark,Fiebig,62,87
1818,Lisa,Weiser,39,1
1823,Stephanie,Römer,42,50
1825,Anthony,Elsner,94,69
1826,Thomas,Kuhlmann,57,41
1838,Mark,Voigt,95,12
1841,Andrew,Reichelt,26,72
1848,Timothy,Hirsch,86,89
1850,Emily,Starke,44,4
1852,Daniel,Förster,28,90
1858,Patricia,Zink,92,61
1866,Mark,Roth,94,27
1867,William,Dietrich,25,35
1878,Amanda,Klug,26,33
1880,Mark,Claus,35,40
1881,Charles,Hampel,59,47
1882,Timothy,Heidemann,76,45
1884,Paul,Lotz,35,7
1885,Sarah,Kranz,93,58
1891,Donna,Jakobs,80,91
1893,Kimberly,Hermes,64,20
1899,Karen,Vogl,87,73
1917,Amanda,Arnold,70,8
1918,Nancy,Rabe,57,1
1919,Michael,Schenk,95,63
1921,Melissa,Bernhard,95,65
1922,Joseph,Bär,88,46
1924,Ashley,Herrmann,44,10
1933,Deborah,Seifert,76,73
1934,Lisa,Schreiner,67,45
1935,Mary,Rahn,33,85
1938,William,Conrad,30,66
1942,Charles,Büttner,53,65
1948,Donald,Reich,20,47
1960,Nancy,Weber,25,98
1961,Kenneth,Rauch,18,88
1969,Betty,Kowalski,82,51
1973,Michelle,Reiser,57,14
1979,Steven,Weise,41,80
1980,Kenneth,Brandl,85,39
1981,Richard,Wild,84,38
1988,Mary,Stock,50,78
1991,Sandra,Kellner,31,45
1995,Kimberly,Binder,37,23
1996,Carol,Kellermann,55,11
1999,Michelle,Behr,44,35
2000,William,Sprenger,94,65
2003,David,Benz,38,40
2014,Stephanie,Werner,59,47
2026,Michael,Christiansen,78,49
2030,William,Anders,72,94
2033,Daniel,Seibert,53,92
2034,Barbara,Falk,63,42
2035,Richard,Schön,99,50
2036,Matthew,Voigt,20,69
2044,Emily,Krohn,48,68
2057,Andrew,Brück,28,67
2059,Joseph,Gebauer,60,65
2069,Paul,Janßen,35,24
2075,Stephanie,Boos,84,62
2080,Kimberly,Michael,54,14
2082,Mary,Wessels,42,77
2085,Margaret,Karl,95,61
2089,Barbara,Blume,99,29
2090,Michael,Beckmann,56,13
2096,Steven,Faber,41,48
2097,Andrew,Reichert,98,36
2099,Linda,Kremer,61,80
2106,Susan,Arndt,28,72
2116,Joshua,Burmeister,37,34
2123,Matthew,Haag,72,47
2128,Robert,Dörr,54,84
2136,Donald,Schlüter,31,53
2138,Elizabeth,Weiß,78,26
2145,Barbara,Metzger,42,83
2148,James,Ullrich,70,58
2149,Robert,Rudolph,91,77
2153,Barbara,Singer,70,68
2160,Paul,Burghardt,92,91
2164,Ronald,Dittrich,81,86
2166,Betty,Tiedemann,35,29
2175,David,Böttcher,58,91
2181,Andrew,Hennig,52,12
2183,Paul,Haug,37,49
2186,Ronald,Bahr,37,97
2189,Carol,Kühn,62,53
2190,Sarah,Riemer,80,92
2191,Stephanie,Beyer,42,36
2202,Stephanie,Weise,45,8
2205,Donna,Thomas,72,69
